Candidate	Score
Solution 3999	0.9935644029 [0.992755526206-0.994373279533]
Solution 4000	0.9930879375 [0.992269644267-0.993906230755]
Solution 4001	0.9930695000 [0.992250921702-0.993888078201]
Solution 4002	0.9930879375 [0.992269644267-0.993906230755]
Solution 4003	0.9930695000 [0.992250921702-0.993888078201]
Solution 4004	0.9930879375 [0.992269644267-0.993906230755]
Solution 4005	0.9930695000 [0.992250921702-0.993888078201]
Solution 4006	0.9925530286 [0.991721209199-0.993384847983]
Solution 4007	0.9925320514 [0.991699837303-0.993364265549]
Solution 4008	0.9925530286 [0.991721209199-0.993384847983]
Solution 4009	0.9925320514 [0.991699837303-0.993364265549]
Solution 4010	0.9925530286 [0.991721209199-0.993384847983]
Solution 4011	0.9925320514 [0.991699837303-0.993364265549]
Solution 4012	0.9952075024 [0.994396155380-0.996018849420]
Solution 4013	0.9951889180 [0.994377347354-0.996000488572]
Solution 4014	0.9951634930 [0.994351308495-0.995975677578]
Solution 4015	0.9951360909 [0.994322351479-0.995949830338]
Solution 4016	0.9951149669 [0.994300893207-0.995929040524]
Solution 4017	0.9950808561 [0.994266049622-0.995895662502]
Solution 4018	0.9952075024 [0.994396155380-0.996018849420]
Solution 4019	0.9951889180 [0.994377347354-0.996000488572]
Solution 4020	0.9951634930 [0.994351308495-0.995975677578]
Solution 4021	0.9952075024 [0.994396155380-0.996018849420]
Solution 4022	0.9951889180 [0.994377347354-0.996000488572]
Solution 4023	0.9951634930 [0.994351308495-0.995975677578]
Solution 4024	0.9951360909 [0.994322351479-0.995949830338]
Solution 4025	0.9951149669 [0.994300893207-0.995929040524]
Solution 4026	0.9950808561 [0.994266049622-0.995895662502]
Solution 4027	0.9951360909 [0.994322351479-0.995949830338]
Solution 4028	0.9951149669 [0.994300893207-0.995929040524]
Solution 4029	0.9950808561 [0.994266049622-0.995895662502]
Solution 4030	0.9938778966 [0.993053004727-0.994702788513]
Solution 4031	0.9938592984 [0.993034140901-0.994684455846]
Solution 4032	0.9938337768 [0.993007984356-0.994659569212]
Solution 4033	0.9937293605 [0.992901670948-0.994557049983]
Solution 4034	0.9937082226 [0.992880158470-0.994536286758]
Solution 4035	0.9936740151 [0.992845204997-0.994502825298]
Solution 4036	0.9938778966 [0.993053004727-0.994702788513]
Solution 4037	0.9938592984 [0.993034140901-0.994684455846]
Solution 4038	0.9938337768 [0.993007984356-0.994659569212]
Solution 4039	0.9938778966 [0.993053004727-0.994702788513]
Solution 4040	0.9938592984 [0.993034140901-0.994684455846]
Solution 4041	0.9938337768 [0.993007984356-0.994659569212]
Solution 4042	0.9937293605 [0.992901670948-0.994557049983]
Solution 4043	0.9937082226 [0.992880158470-0.994536286758]
Solution 4044	0.9936740151 [0.992845204997-0.994502825298]
Solution 4045	0.9937293605 [0.992901670948-0.994557049983]
Solution 4046	0.9937082226 [0.992880158470-0.994536286758]
Solution 4047	0.9936740151 [0.992845204997-0.994502825298]
Solution 4048	0.9938823481 [0.993057582576-0.994707113719]
Solution 4049	0.9938637499 [0.993038718816-0.994688780987]
Solution 4050	0.9938382283 [0.993012562104-0.994663894519]
Solution 4051	0.9937338120 [0.992906247456-0.994561376530]
Solution 4052	0.9937126741 [0.992884735021-0.994540613262]
Solution 4053	0.9936784667 [0.992849781343-0.994507152007]
Solution 4054	0.9938823481 [0.993057582576-0.994707113719]
Solution 4055	0.9938637499 [0.993038718816-0.994688780987]
Solution 4056	0.9938382283 [0.993012562104-0.994663894519]
Solution 4057	0.9938823481 [0.993057582576-0.994707113719]
Solution 4058	0.9938637499 [0.993038718816-0.994688780987]
Solution 4059	0.9938382283 [0.993012562104-0.994663894519]
Solution 4060	0.9937338120 [0.992906247456-0.994561376530]
Solution 4061	0.9937126741 [0.992884735021-0.994540613262]
Solution 4062	0.9936784667 [0.992849781343-0.994507152007]
Solution 4063	0.9937338120 [0.992906247456-0.994561376530]
Solution 4064	0.9937126741 [0.992884735021-0.994540613262]
Solution 4065	0.9936784667 [0.992849781343-0.994507152007]
Solution 4066	0.9951189401 [0.994330314334-0.995907565863]
Solution 4067	0.9951125591 [0.994323845489-0.995901272658]
Solution 4068	0.9950939696 [0.994305014908-0.995882924321]
Solution 4069	0.9952139035 [0.994402635955-0.996025171067]
Solution 4070	0.9952075024 [0.994396155380-0.996018849420]
Solution 4071	0.9951889180 [0.994377347354-0.996000488572]
Solution 4072	0.9951634930 [0.994351308495-0.995975677578]
Solution 4073	0.9950336694 [0.994242565007-0.995824773726]
Solution 4074	0.9950206223 [0.994229302951-0.995811941746]
Solution 4075	0.9949994933 [0.994207818732-0.995791167836]
Solution 4076	0.9951491580 [0.994335622089-0.995962693936]
Solution 4077	0.9951360909 [0.994322351479-0.995949830338]
Solution 4078	0.9951149669 [0.994300893207-0.995929040524]
Solution 4079	0.9950808561 [0.994266049622-0.995895662502]
Solution 4080	0.9951189401 [0.994330314334-0.995907565863]
Solution 4081	0.9951125591 [0.994323845489-0.995901272658]
Solution 4082	0.9950939696 [0.994305014908-0.995882924321]
Solution 4083	0.9951189401 [0.994330314334-0.995907565863]
Solution 4084	0.9951125591 [0.994323845489-0.995901272658]
Solution 4085	0.9950939696 [0.994305014908-0.995882924321]
Solution 4086	0.9952139035 [0.994402635955-0.996025171067]
Solution 4087	0.9952139035 [0.994402635955-0.996025171067]
Solution 4088	0.9952139035 [0.994402635955-0.996025171067]
Solution 4089	0.9952075024 [0.994396155380-0.996018849420]
Solution 4090	0.9952075024 [0.994396155380-0.996018849420]
Solution 4091	0.9952075024 [0.994396155380-0.996018849420]
Solution 4092	0.9951889180 [0.994377347354-0.996000488572]
Solution 4093	0.9951889180 [0.994377347354-0.996000488572]
Solution 4094	0.9951889180 [0.994377347354-0.996000488572]
Solution 4095	0.9951634930 [0.994351308495-0.995975677578]
Solution 4096	0.9951634930 [0.994351308495-0.995975677578]
Solution 4097	0.9951634930 [0.994351308495-0.995975677578]
Solution 4098	0.9950336694 [0.994242565007-0.995824773726]
Solution 4099	0.9950206223 [0.994229302951-0.995811941746]
Solution 4100	0.9949994933 [0.994207818732-0.995791167836]
Solution 4101	0.9950336694 [0.994242565007-0.995824773726]
Solution 4102	0.9950206223 [0.994229302951-0.995811941746]
Solution 4103	0.9949994933 [0.994207818732-0.995791167836]
Solution 4104	0.9951491580 [0.994335622089-0.995962693936]
Solution 4105	0.9951491580 [0.994335622089-0.995962693936]
Solution 4106	0.9951491580 [0.994335622089-0.995962693936]
Solution 4107	0.9951360909 [0.994322351479-0.995949830338]
Solution 4108	0.9951360909 [0.994322351479-0.995949830338]
Solution 4109	0.9951360909 [0.994322351479-0.995949830338]
Solution 4110	0.9951149669 [0.994300893207-0.995929040524]
Solution 4111	0.9951149669 [0.994300893207-0.995929040524]
Solution 4112	0.9951149669 [0.994300893207-0.995929040524]
Solution 4113	0.9950808561 [0.994266049622-0.995895662502]
Solution 4114	0.9950808561 [0.994266049622-0.995895662502]
Solution 4115	0.9950808561 [0.994266049622-0.995895662502]
Solution 4116	0.9937079703 [0.992901020807-0.994514919764]
Solution 4117	0.9936961937 [0.992889079584-0.994503307810]
Solution 4118	0.9936794170 [0.992871992101-0.994486841873]
Solution 4119	0.9938416316 [0.993015946975-0.994667316242]
Solution 4120	0.9938298349 [0.993004002255-0.994655667615]
Solution 4121	0.9938130632 [0.992986937049-0.994639189443]
Solution 4122	0.9937972519 [0.992970662615-0.994623841208]
Solution 4123	0.9937079703 [0.992901020807-0.994514919764]
Solution 4124	0.9936961937 [0.992889079584-0.994503307810]
Solution 4125	0.9936794170 [0.992871992101-0.994486841873]
Solution 4126	0.9937079703 [0.992901020807-0.994514919764]
Solution 4127	0.9936961937 [0.992889079584-0.994503307810]
Solution 4128	0.9936794170 [0.992871992101-0.994486841873]
Solution 4129	0.9938416316 [0.993015946975-0.994667316242]
Solution 4130	0.9938416316 [0.993015946975-0.994667316242]
Solution 4131	0.9938416316 [0.993015946975-0.994667316242]
Solution 4132	0.9938298349 [0.993004002255-0.994655667615]
Solution 4133	0.9938298349 [0.993004002255-0.994655667615]
Solution 4134	0.9938298349 [0.993004002255-0.994655667615]
Solution 4135	0.9938130632 [0.992986937049-0.994639189443]
Solution 4136	0.9938130632 [0.992986937049-0.994639189443]
Solution 4137	0.9938130632 [0.992986937049-0.994639189443]
Solution 4138	0.9937972519 [0.992970662615-0.994623841208]
Solution 4139	0.9937972519 [0.992970662615-0.994623841208]
Solution 4140	0.9937972519 [0.992970662615-0.994623841208]
Solution 4141	0.9936282897 [0.992819100806-0.994437478590]
Solution 4142	0.9936098471 [0.992800377459-0.994419316774]
Solution 4143	0.9935905308 [0.992780637785-0.994400423817]
Solution 4144	0.9937824763 [0.992954813936-0.994610138573]
Solution 4145	0.9937640136 [0.992936089087-0.994591938087]
Solution 4146	0.9937447023 [0.992916374380-0.994573030206]
Solution 4147	0.9937202051 [0.992891306140-0.994549104023]
Solution 4148	0.9936282897 [0.992819100806-0.994437478590]
Solution 4149	0.9936098471 [0.992800377459-0.994419316774]
Solution 4150	0.9935905308 [0.992780637785-0.994400423817]
Solution 4151	0.9936282897 [0.992819100806-0.994437478590]
Solution 4152	0.9936098471 [0.992800377459-0.994419316774]
Solution 4153	0.9935905308 [0.992780637785-0.994400423817]
Solution 4154	0.9937824763 [0.992954813936-0.994610138573]
Solution 4155	0.9937824763 [0.992954813936-0.994610138573]
Solution 4156	0.9937824763 [0.992954813936-0.994610138573]
Solution 4157	0.9937640136 [0.992936089087-0.994591938087]
Solution 4158	0.9937640136 [0.992936089087-0.994591938087]
Solution 4159	0.9937640136 [0.992936089087-0.994591938087]
Solution 4160	0.9937447023 [0.992916374380-0.994573030206]
Solution 4161	0.9937447023 [0.992916374380-0.994573030206]
Solution 4162	0.9937447023 [0.992916374380-0.994573030206]
Solution 4163	0.9937202051 [0.992891306140-0.994549104023]
Solution 4164	0.9937202051 [0.992891306140-0.994549104023]
Solution 4165	0.9937202051 [0.992891306140-0.994549104023]
Solution 4166	0.9931555917 [0.992338416437-0.993972766948]
Solution 4167	0.9931346095 [0.992317042125-0.993952176887]
Solution 4168	0.9931066073 [0.992288494500-0.993924720127]
Solution 4169	0.9937247407 [0.992896818479-0.994552662959]
Solution 4170	0.9937037384 [0.992875446140-0.994532030754]
Solution 4171	0.9936757413 [0.992846932014-0.994504550537]
Solution 4172	0.9936540435 [0.992824576178-0.994483510882]
Solution 4173	0.9931555917 [0.992338416437-0.993972766948]
Solution 4174	0.9931346095 [0.992317042125-0.993952176887]
Solution 4175	0.9931066073 [0.992288494500-0.993924720127]
Solution 4176	0.9931555917 [0.992338416437-0.993972766948]
Solution 4177	0.9931346095 [0.992317042125-0.993952176887]
Solution 4178	0.9931066073 [0.992288494500-0.993924720127]
Solution 4179	0.9937247407 [0.992896818479-0.994552662959]
Solution 4180	0.9937247407 [0.992896818479-0.994552662959]
Solution 4181	0.9937247407 [0.992896818479-0.994552662959]
Solution 4182	0.9937037384 [0.992875446140-0.994532030754]
Solution 4183	0.9937037384 [0.992875446140-0.994532030754]
Solution 4184	0.9937037384 [0.992875446140-0.994532030754]
Solution 4185	0.9936757413 [0.992846932014-0.994504550537]
Solution 4186	0.9936757413 [0.992846932014-0.994504550537]
Solution 4187	0.9936757413 [0.992846932014-0.994504550537]
Solution 4188	0.9936540435 [0.992824576178-0.994483510882]
Solution 4189	0.9936540435 [0.992824576178-0.994483510882]
Solution 4190	0.9936540435 [0.992824576178-0.994483510882]
Solution 4191	0.9952075024 [0.994396155380-0.996018849420]
Solution 4192	0.9951889180 [0.994377347354-0.996000488572]
Solution 4193	0.9951634930 [0.994351308495-0.995975677578]
Solution 4194	0.9951360909 [0.994322351479-0.995949830338]
Solution 4195	0.9951149669 [0.994300893207-0.995929040524]
Solution 4196	0.9950808561 [0.994266049622-0.995895662502]
Solution 4197	0.9952075024 [0.994396155380-0.996018849420]
Solution 4198	0.9951889180 [0.994377347354-0.996000488572]
Solution 4199	0.9951634930 [0.994351308495-0.995975677578]
Solution 4200	0.9952075024 [0.994396155380-0.996018849420]
Solution 4201	0.9951889180 [0.994377347354-0.996000488572]
Solution 4202	0.9951634930 [0.994351308495-0.995975677578]
Solution 4203	0.9951360909 [0.994322351479-0.995949830338]
Solution 4204	0.9951149669 [0.994300893207-0.995929040524]
Solution 4205	0.9950808561 [0.994266049622-0.995895662502]
Solution 4206	0.9951360909 [0.994322351479-0.995949830338]
Solution 4207	0.9951149669 [0.994300893207-0.995929040524]
Solution 4208	0.9950808561 [0.994266049622-0.995895662502]
Solution 4209	0.9952075024 [0.994396155380-0.996018849420]
Solution 4210	0.9951889180 [0.994377347354-0.996000488572]
Solution 4211	0.9951634930 [0.994351308495-0.995975677578]
Solution 4212	0.9952075024 [0.994396155380-0.996018849420]
Solution 4213	0.9951889180 [0.994377347354-0.996000488572]
Solution 4214	0.9951634930 [0.994351308495-0.995975677578]
Solution 4215	0.9952075024 [0.994396155380-0.996018849420]
Solution 4216	0.9951889180 [0.994377347354-0.996000488572]
Solution 4217	0.9951634930 [0.994351308495-0.995975677578]
Solution 4218	0.9951360909 [0.994322351479-0.995949830338]
Solution 4219	0.9951149669 [0.994300893207-0.995929040524]
Solution 4220	0.9950808561 [0.994266049622-0.995895662502]
Solution 4221	0.9951360909 [0.994322351479-0.995949830338]
Solution 4222	0.9951149669 [0.994300893207-0.995929040524]
Solution 4223	0.9950808561 [0.994266049622-0.995895662502]
Solution 4224	0.9951360909 [0.994322351479-0.995949830338]
Solution 4225	0.9951149669 [0.994300893207-0.995929040524]
Solution 4226	0.9950808561 [0.994266049622-0.995895662502]
Solution 4227	0.9938778966 [0.993053004727-0.994702788513]
Solution 4228	0.9938592984 [0.993034140901-0.994684455846]
Solution 4229	0.9938337768 [0.993007984356-0.994659569212]
Solution 4230	0.9937293605 [0.992901670948-0.994557049983]
Solution 4231	0.9937082226 [0.992880158470-0.994536286758]
Solution 4232	0.9936740151 [0.992845204997-0.994502825298]
Solution 4233	0.9938778966 [0.993053004727-0.994702788513]
Solution 4234	0.9938592984 [0.993034140901-0.994684455846]
Solution 4235	0.9938337768 [0.993007984356-0.994659569212]
Solution 4236	0.9938778966 [0.993053004727-0.994702788513]
Solution 4237	0.9938592984 [0.993034140901-0.994684455846]
Solution 4238	0.9938337768 [0.993007984356-0.994659569212]
Solution 4239	0.9937293605 [0.992901670948-0.994557049983]
Solution 4240	0.9937082226 [0.992880158470-0.994536286758]
Solution 4241	0.9936740151 [0.992845204997-0.994502825298]
Solution 4242	0.9937293605 [0.992901670948-0.994557049983]
Solution 4243	0.9937082226 [0.992880158470-0.994536286758]
Solution 4244	0.9936740151 [0.992845204997-0.994502825298]
Solution 4245	0.9938778966 [0.993053004727-0.994702788513]
Solution 4246	0.9938592984 [0.993034140901-0.994684455846]
Solution 4247	0.9938337768 [0.993007984356-0.994659569212]
Solution 4248	0.9938778966 [0.993053004727-0.994702788513]
Solution 4249	0.9938592984 [0.993034140901-0.994684455846]
Solution 4250	0.9938337768 [0.993007984356-0.994659569212]
Solution 4251	0.9938778966 [0.993053004727-0.994702788513]
Solution 4252	0.9938592984 [0.993034140901-0.994684455846]
Solution 4253	0.9938337768 [0.993007984356-0.994659569212]
Solution 4254	0.9937293605 [0.992901670948-0.994557049983]
Solution 4255	0.9937082226 [0.992880158470-0.994536286758]
Solution 4256	0.9936740151 [0.992845204997-0.994502825298]
Solution 4257	0.9937293605 [0.992901670948-0.994557049983]
Solution 4258	0.9937082226 [0.992880158470-0.994536286758]
Solution 4259	0.9936740151 [0.992845204997-0.994502825298]
Solution 4260	0.9937293605 [0.992901670948-0.994557049983]
Solution 4261	0.9937082226 [0.992880158470-0.994536286758]
Solution 4262	0.9936740151 [0.992845204997-0.994502825298]
Solution 4263	0.9938823481 [0.993057582576-0.994707113719]
Solution 4264	0.9938637499 [0.993038718816-0.994688780987]
Solution 4265	0.9938382283 [0.993012562104-0.994663894519]
Solution 4266	0.9937338120 [0.992906247456-0.994561376530]
Solution 4267	0.9937126741 [0.992884735021-0.994540613262]
Solution 4268	0.9936784667 [0.992849781343-0.994507152007]
Solution 4269	0.9938823481 [0.993057582576-0.994707113719]
Solution 4270	0.9938637499 [0.993038718816-0.994688780987]
Solution 4271	0.9938382283 [0.993012562104-0.994663894519]
Solution 4272	0.9938823481 [0.993057582576-0.994707113719]
Solution 4273	0.9938637499 [0.993038718816-0.994688780987]
Solution 4274	0.9938382283 [0.993012562104-0.994663894519]
Solution 4275	0.9937338120 [0.992906247456-0.994561376530]
Solution 4276	0.9937126741 [0.992884735021-0.994540613262]
Solution 4277	0.9936784667 [0.992849781343-0.994507152007]
Solution 4278	0.9937338120 [0.992906247456-0.994561376530]
Solution 4279	0.9937126741 [0.992884735021-0.994540613262]
Solution 4280	0.9936784667 [0.992849781343-0.994507152007]
Solution 4281	0.9938823481 [0.993057582576-0.994707113719]
Solution 4282	0.9938637499 [0.993038718816-0.994688780987]
Solution 4283	0.9938382283 [0.993012562104-0.994663894519]
Solution 4284	0.9938823481 [0.993057582576-0.994707113719]
Solution 4285	0.9938637499 [0.993038718816-0.994688780987]
Solution 4286	0.9938382283 [0.993012562104-0.994663894519]
Solution 4287	0.9938823481 [0.993057582576-0.994707113719]
Solution 4288	0.9938637499 [0.993038718816-0.994688780987]
Solution 4289	0.9938382283 [0.993012562104-0.994663894519]
Solution 4290	0.9937338120 [0.992906247456-0.994561376530]
Solution 4291	0.9937126741 [0.992884735021-0.994540613262]
Solution 4292	0.9936784667 [0.992849781343-0.994507152007]
Solution 4293	0.9937338120 [0.992906247456-0.994561376530]
Solution 4294	0.9937126741 [0.992884735021-0.994540613262]
Solution 4295	0.9936784667 [0.992849781343-0.994507152007]
Solution 4296	0.9937338120 [0.992906247456-0.994561376530]
Solution 4297	0.9937126741 [0.992884735021-0.994540613262]
Solution 4298	0.9936784667 [0.992849781343-0.994507152007]
Solution 4299	0.9951189401 [0.994330314334-0.995907565863]
Solution 4300	0.9951125591 [0.994323845489-0.995901272658]
Solution 4301	0.9950939696 [0.994305014908-0.995882924321]
Solution 4302	0.9952139035 [0.994402635955-0.996025171067]
Solution 4303	0.9952075024 [0.994396155380-0.996018849420]
Solution 4304	0.9951889180 [0.994377347354-0.996000488572]
Solution 4305	0.9951634930 [0.994351308495-0.995975677578]
Solution 4306	0.9950336694 [0.994242565007-0.995824773726]
Solution 4307	0.9950206223 [0.994229302951-0.995811941746]
Solution 4308	0.9949994933 [0.994207818732-0.995791167836]
Solution 4309	0.9951491580 [0.994335622089-0.995962693936]
Solution 4310	0.9951360909 [0.994322351479-0.995949830338]
Solution 4311	0.9951149669 [0.994300893207-0.995929040524]
Solution 4312	0.9950808561 [0.994266049622-0.995895662502]
Solution 4313	0.9951189401 [0.994330314334-0.995907565863]
Solution 4314	0.9951125591 [0.994323845489-0.995901272658]
Solution 4315	0.9950939696 [0.994305014908-0.995882924321]
Solution 4316	0.9951189401 [0.994330314334-0.995907565863]
Solution 4317	0.9951125591 [0.994323845489-0.995901272658]
Solution 4318	0.9950939696 [0.994305014908-0.995882924321]
Solution 4319	0.9952139035 [0.994402635955-0.996025171067]
Solution 4320	0.9952139035 [0.994402635955-0.996025171067]
Solution 4321	0.9952139035 [0.994402635955-0.996025171067]
Solution 4322	0.9952075024 [0.994396155380-0.996018849420]
Solution 4323	0.9952075024 [0.994396155380-0.996018849420]
Solution 4324	0.9952075024 [0.994396155380-0.996018849420]
Solution 4325	0.9951889180 [0.994377347354-0.996000488572]
Solution 4326	0.9951889180 [0.994377347354-0.996000488572]
Solution 4327	0.9951889180 [0.994377347354-0.996000488572]
Solution 4328	0.9951634930 [0.994351308495-0.995975677578]
Solution 4329	0.9951634930 [0.994351308495-0.995975677578]
Solution 4330	0.9951634930 [0.994351308495-0.995975677578]
Solution 4331	0.9950336694 [0.994242565007-0.995824773726]
Solution 4332	0.9950206223 [0.994229302951-0.995811941746]
Solution 4333	0.9949994933 [0.994207818732-0.995791167836]
Solution 4334	0.9950336694 [0.994242565007-0.995824773726]
Solution 4335	0.9950206223 [0.994229302951-0.995811941746]
Solution 4336	0.9949994933 [0.994207818732-0.995791167836]
Solution 4337	0.9951491580 [0.994335622089-0.995962693936]
Solution 4338	0.9951491580 [0.994335622089-0.995962693936]
Solution 4339	0.9951491580 [0.994335622089-0.995962693936]
Solution 4340	0.9951360909 [0.994322351479-0.995949830338]
Solution 4341	0.9951360909 [0.994322351479-0.995949830338]
Solution 4342	0.9951360909 [0.994322351479-0.995949830338]
Solution 4343	0.9951149669 [0.994300893207-0.995929040524]
Solution 4344	0.9951149669 [0.994300893207-0.995929040524]
Solution 4345	0.9951149669 [0.994300893207-0.995929040524]
Solution 4346	0.9950808561 [0.994266049622-0.995895662502]
Solution 4347	0.9950808561 [0.994266049622-0.995895662502]
Solution 4348	0.9950808561 [0.994266049622-0.995895662502]
Solution 4349	0.9951189401 [0.994330314334-0.995907565863]
Solution 4350	0.9951125591 [0.994323845489-0.995901272658]
Solution 4351	0.9950939696 [0.994305014908-0.995882924321]
Solution 4352	0.9951189401 [0.994330314334-0.995907565863]
Solution 4353	0.9951125591 [0.994323845489-0.995901272658]
Solution 4354	0.9950939696 [0.994305014908-0.995882924321]
Solution 4355	0.9951189401 [0.994330314334-0.995907565863]
Solution 4356	0.9951125591 [0.994323845489-0.995901272658]
Solution 4357	0.9950939696 [0.994305014908-0.995882924321]
Solution 4358	0.9952139035 [0.994402635955-0.996025171067]
Solution 4359	0.9952139035 [0.994402635955-0.996025171067]
Solution 4360	0.9952139035 [0.994402635955-0.996025171067]
Solution 4361	0.9952075024 [0.994396155380-0.996018849420]
Solution 4362	0.9952075024 [0.994396155380-0.996018849420]
Solution 4363	0.9952075024 [0.994396155380-0.996018849420]
Solution 4364	0.9951889180 [0.994377347354-0.996000488572]
Solution 4365	0.9951889180 [0.994377347354-0.996000488572]
Solution 4366	0.9951889180 [0.994377347354-0.996000488572]
Solution 4367	0.9951634930 [0.994351308495-0.995975677578]
Solution 4368	0.9951634930 [0.994351308495-0.995975677578]
Solution 4369	0.9951634930 [0.994351308495-0.995975677578]
Solution 4370	0.9952139035 [0.994402635955-0.996025171067]
Solution 4371	0.9952139035 [0.994402635955-0.996025171067]
Solution 4372	0.9952075024 [0.994396155380-0.996018849420]
Solution 4373	0.9952075024 [0.994396155380-0.996018849420]
Solution 4374	0.9951889180 [0.994377347354-0.996000488572]
Solution 4375	0.9951889180 [0.994377347354-0.996000488572]
Solution 4376	0.9951634930 [0.994351308495-0.995975677578]
Solution 4377	0.9951634930 [0.994351308495-0.995975677578]
Solution 4378	0.9952139035 [0.994402635955-0.996025171067]
Solution 4379	0.9952075024 [0.994396155380-0.996018849420]
Solution 4380	0.9951889180 [0.994377347354-0.996000488572]
Solution 4381	0.9951634930 [0.994351308495-0.995975677578]
Solution 4382	0.9950336694 [0.994242565007-0.995824773726]
Solution 4383	0.9950206223 [0.994229302951-0.995811941746]
Solution 4384	0.9949994933 [0.994207818732-0.995791167836]
Solution 4385	0.9950336694 [0.994242565007-0.995824773726]
Solution 4386	0.9950206223 [0.994229302951-0.995811941746]
Solution 4387	0.9949994933 [0.994207818732-0.995791167836]
Solution 4388	0.9950336694 [0.994242565007-0.995824773726]
Solution 4389	0.9950206223 [0.994229302951-0.995811941746]
Solution 4390	0.9949994933 [0.994207818732-0.995791167836]
Solution 4391	0.9951491580 [0.994335622089-0.995962693936]
Solution 4392	0.9951491580 [0.994335622089-0.995962693936]
Solution 4393	0.9951491580 [0.994335622089-0.995962693936]
Solution 4394	0.9951360909 [0.994322351479-0.995949830338]
Solution 4395	0.9951360909 [0.994322351479-0.995949830338]
Solution 4396	0.9951360909 [0.994322351479-0.995949830338]
Solution 4397	0.9951149669 [0.994300893207-0.995929040524]
Solution 4398	0.9951149669 [0.994300893207-0.995929040524]
Solution 4399	0.9951149669 [0.994300893207-0.995929040524]
Solution 4400	0.9950808561 [0.994266049622-0.995895662502]
Solution 4401	0.9950808561 [0.994266049622-0.995895662502]
Solution 4402	0.9950808561 [0.994266049622-0.995895662502]
Solution 4403	0.9951491580 [0.994335622089-0.995962693936]
Solution 4404	0.9951491580 [0.994335622089-0.995962693936]
Solution 4405	0.9951360909 [0.994322351479-0.995949830338]
Solution 4406	0.9951360909 [0.994322351479-0.995949830338]
Solution 4407	0.9951149669 [0.994300893207-0.995929040524]
Solution 4408	0.9951149669 [0.994300893207-0.995929040524]
Solution 4409	0.9950808561 [0.994266049622-0.995895662502]
Solution 4410	0.9950808561 [0.994266049622-0.995895662502]
Solution 4411	0.9951491580 [0.994335622089-0.995962693936]
Solution 4412	0.9951360909 [0.994322351479-0.995949830338]
Solution 4413	0.9951149669 [0.994300893207-0.995929040524]
Solution 4414	0.9950808561 [0.994266049622-0.995895662502]
Solution 4415	0.9937079703 [0.992901020807-0.994514919764]
Solution 4416	0.9936961937 [0.992889079584-0.994503307810]
Solution 4417	0.9936794170 [0.992871992101-0.994486841873]
Solution 4418	0.9938416316 [0.993015946975-0.994667316242]
Solution 4419	0.9938298349 [0.993004002255-0.994655667615]
Solution 4420	0.9938130632 [0.992986937049-0.994639189443]
Solution 4421	0.9937972519 [0.992970662615-0.994623841208]
Solution 4422	0.9937079703 [0.992901020807-0.994514919764]
Solution 4423	0.9936961937 [0.992889079584-0.994503307810]
Solution 4424	0.9936794170 [0.992871992101-0.994486841873]
Solution 4425	0.9937079703 [0.992901020807-0.994514919764]
Solution 4426	0.9936961937 [0.992889079584-0.994503307810]
Solution 4427	0.9936794170 [0.992871992101-0.994486841873]
Solution 4428	0.9938416316 [0.993015946975-0.994667316242]
Solution 4429	0.9938416316 [0.993015946975-0.994667316242]
Solution 4430	0.9938416316 [0.993015946975-0.994667316242]
Solution 4431	0.9938298349 [0.993004002255-0.994655667615]
Solution 4432	0.9938298349 [0.993004002255-0.994655667615]
Solution 4433	0.9938298349 [0.993004002255-0.994655667615]
Solution 4434	0.9938130632 [0.992986937049-0.994639189443]
Solution 4435	0.9938130632 [0.992986937049-0.994639189443]
Solution 4436	0.9938130632 [0.992986937049-0.994639189443]
Solution 4437	0.9937972519 [0.992970662615-0.994623841208]
Solution 4438	0.9937972519 [0.992970662615-0.994623841208]
Solution 4439	0.9937972519 [0.992970662615-0.994623841208]
Solution 4440	0.9937079703 [0.992901020807-0.994514919764]
Solution 4441	0.9936961937 [0.992889079584-0.994503307810]
Solution 4442	0.9936794170 [0.992871992101-0.994486841873]
Solution 4443	0.9937079703 [0.992901020807-0.994514919764]
Solution 4444	0.9936961937 [0.992889079584-0.994503307810]
Solution 4445	0.9936794170 [0.992871992101-0.994486841873]
Solution 4446	0.9937079703 [0.992901020807-0.994514919764]
Solution 4447	0.9936961937 [0.992889079584-0.994503307810]
Solution 4448	0.9936794170 [0.992871992101-0.994486841873]
Solution 4449	0.9938416316 [0.993015946975-0.994667316242]
Solution 4450	0.9938416316 [0.993015946975-0.994667316242]
Solution 4451	0.9938416316 [0.993015946975-0.994667316242]
Solution 4452	0.9938298349 [0.993004002255-0.994655667615]
Solution 4453	0.9938298349 [0.993004002255-0.994655667615]
Solution 4454	0.9938298349 [0.993004002255-0.994655667615]
Solution 4455	0.9938130632 [0.992986937049-0.994639189443]
Solution 4456	0.9938130632 [0.992986937049-0.994639189443]
Solution 4457	0.9938130632 [0.992986937049-0.994639189443]
Solution 4458	0.9937972519 [0.992970662615-0.994623841208]
Solution 4459	0.9937972519 [0.992970662615-0.994623841208]
Solution 4460	0.9937972519 [0.992970662615-0.994623841208]
Solution 4461	0.9938416316 [0.993015946975-0.994667316242]
Solution 4462	0.9938416316 [0.993015946975-0.994667316242]
Solution 4463	0.9938298349 [0.993004002255-0.994655667615]
Solution 4464	0.9938298349 [0.993004002255-0.994655667615]
